<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.06.02	08:30:00	1.06533	1.06657	1.06496	1.06580	1327	0	0
2022.06.02	09:00:00	1.06580	1.06690	1.06577	1.06678	1703	0	0
2022.06.02	09:30:00	1.06679	1.06789	1.06665	1.06765	1984	0	0
2022.06.02	10:00:00	1.06765	1.06854	1.06747	1.06817	2728	0	0
2022.06.02	10:30:00	1.06817	1.06922	1.06774	1.06857	2040	0	0
2022.06.02	11:00:00	1.06860	1.06922	1.06843	1.06866	1781	0	0
2022.06.02	11:30:00	1.06864	1.06950	1.06843	1.06843	1603	0	0
2022.06.02	12:00:00	1.06840	1.06909	1.06808	1.06889	1341	0	0
2022.06.02	12:30:00	1.06890	1.06909	1.06838	1.06885	1323	0	0
2022.06.02	13:00:00	1.06886	1.06916	1.06848	1.06855	1816	0	0
2022.06.02	13:30:00	1.06855	1.06971	1.06826	1.06955	1383	0	0
2022.06.02	14:00:00	1.06955	1.06968	1.06869	1.06934	1487	0	0
2022.06.02	14:30:00	1.06935	1.06958	1.06843	1.06941	1659	0	0
2022.06.02	15:00:00	1.06938	1.06991	1.06892	1.06923	2989	0	0
2022.06.02	15:30:00	1.06921	1.07161	1.06850	1.07033	3973	0	0
2022.06.02	16:00:00	1.07033	1.07115	1.06969	1.07083	3159	0	0
2022.06.02	16:30:00	1.07084	1.07096	1.06924	1.06995	4125	0	0
2022.06.02	17:00:00	1.06993	1.07183	1.06954	1.07025	4023	0	0
2022.06.02	17:30:00	1.07024	1.07186	1.07009	1.07159	3418	0	0
2022.06.02	18:00:00	1.07158	1.07339	1.07128	1.07255	2915	0	0
2022.06.02	18:30:00	1.07256	1.07384	1.07201	1.07323	2028	0	0
2022.06.02	19:00:00	1.07322	1.07438	1.07306	1.07415	1748	0	0
2022.06.02	19:30:00	1.07415	1.07449	1.07362	1.07443	1286	0	0
2022.06.02	20:00:00	1.07442	1.07476	1.07382	1.07426	1485	0	0
2022.06.02	20:30:00	1.07426	1.07483	1.07423	1.07454	892	0	0
2022.06.02	21:00:00	1.07453	1.07482	1.07442	1.07447	928	0	0
2022.06.02	21:30:00	1.07446	1.07489	1.07383	1.07393	1022	0	0
2022.06.02	22:00:00	1.07393	1.07459	1.07379	1.07415	1043	0	0
2022.06.02	22:30:00	1.07415	1.07489	1.07413	1.07486	690	0	0
2022.06.02	23:00:00	1.07488	1.07502	1.07460	1.07475	483	0	0
2022.06.02	23:30:00	1.07475	1.07500	1.07444	1.07448	306	0	0
2022.06.03	00:00:00	1.07453	1.07470	1.07396	1.07468	86	0	20
2022.06.03	00:30:00	1.07468	1.07482	1.07464	1.07473	150	0	8
2022.06.03	01:00:00	1.07467	1.07504	1.07467	1.07472	588	0	0
2022.06.03	01:30:00	1.07472	1.07511	1.07471	1.07483	289	0	0
2022.06.03	02:00:00	1.07483	1.07499	1.07476	1.07484	686	0	0
2022.06.03	02:30:00	1.07486	1.07507	1.07474	1.07502	490	0	0
2022.06.03	03:00:00	1.07502	1.07544	1.07468	1.07542	980	0	0
2022.06.03	03:30:00	1.07543	1.07629	1.07542	1.07593	1847	0	0
2022.06.03	04:00:00	1.07595	1.07596	1.07535	1.07541	1116	0	0
2022.06.03	04:30:00	1.07541	1.07621	1.07536	1.07601	1357	0	0
2022.06.03	05:00:00	1.07601	1.07644	1.07573	1.07640	931	0	0
2022.06.03	05:30:00	1.07640	1.07641	1.07561	1.07576	986	0	0
2022.06.03	06:00:00	1.07577	1.07597	1.07548	1.07565	846	0	0
2022.06.03	06:30:00	1.07565	1.07565	1.07521	1.07532	763	0	0
2022.06.03	07:00:00	1.07534	1.07542	1.07494	1.07503	589	0	0
2022.06.03	07:30:00	1.07504	1.07525	1.07461	1.07462	720	0	0
2022.06.03	08:00:00	1.07462	1.07545	1.07451	1.07538	661	0	0
2022.06.03	08:30:00	1.07538	1.07556	1.07512	1.07543	650	0	0
2022.06.03	09:00:00	1.07543	1.07585	1.07525	1.07529	897	0	0
2022.06.03	09:30:00	1.07530	1.07569	1.07505	1.07531	1551	0	0
2022.06.03	10:00:00	1.07530	1.07532	1.07451	1.07486	1697	0	0
2022.06.03	10:30:00	1.07486	1.07608	1.07451	1.07562	1579	0	0
2022.06.03	11:00:00	1.07563	1.07624	1.07496	1.07600	1718	0	0
2022.06.03	11:30:00	1.07600	1.07626	1.07496	1.07535	1444	0	0
2022.06.03	12:00:00	1.07534	1.07557	1.07469	1.07477	1367	0	0
2022.06.03	12:30:00	1.07477	1.07489	1.07434	1.07471	1404	0	0
2022.06.03	13:00:00	1.07471	1.07475	1.07395	1.07417	1424	0	0
2022.06.03	13:30:00	1.07417	1.07439	1.07336	1.07406	1493	0	0
2022.06.03	14:00:00	1.07407	1.07463	1.07350	1.07449	1738	0	0
2022.06.03	14:30:00	1.07449	1.07463	1.07258	1.07288	2278	0	0
2022.06.03	15:00:00	1.07286	1.07331	1.07266	1.07307	2248	0	0
2022.06.03	15:30:00	1.07307	1.07397	1.07041	1.07162	7425	0	0
2022.06.03	16:00:00	1.07163	1.07387	1.07146	1.07294	3765	0	0
2022.06.03	16:30:00	1.07293	1.07521	1.07249	1.07441	5676	0	0
2022.06.03	17:00:00	1.07446	1.07487	1.07299	1.07304	4645	0	0
2022.06.03	17:30:00	1.07301	1.07363	1.07155	1.07232	3745	0	0
2022.06.03	18:00:00	1.07232	1.07233	1.07168	1.07176	2319	0	0
2022.06.03	18:30:00	1.07176	1.07221	1.07107	1.07112	1704	0	0
2022.06.03	19:00:00	1.07112	1.07251	1.07109	1.07250	1405	0	0
2022.06.03	19:30:00	1.07251	1.07291	1.07212	1.07289	1188	0	0
2022.06.03	20:00:00	1.07290	1.07294	1.07190	1.07209	1209	0	0
2022.06.03	20:30:00	1.07208	1.07223	1.07156	1.07189	1112	0	0
2022.06.03	21:00:00	1.07189	1.07215	1.07161	1.07207	746	0	0
2022.06.03	21:30:00	1.07207	1.07220	1.07180	1.07211	744	0	0
2022.06.03	22:00:00	1.07211	1.07221	1.07175	1.07196	555	0	0
2022.06.03	22:30:00	1.07196	1.07217	1.07188	1.07204	603	0	0
2022.06.03	23:00:00	1.07204	1.07218	1.07189	1.07202	248	0	0
2022.06.03	23:30:00	1.07203	1.07214	1.07148	1.07185	481	0	0
2022.06.06	00:00:00	1.07173	1.07188	1.07069	1.07185	81	0	17
2022.06.06	00:30:00	1.07185	1.07205	1.07166	1.07166	107	0	18
2022.06.06	01:00:00	1.07166	1.07199	1.07140	1.07189	428	0	0
2022.06.06	01:30:00	1.07190	1.07259	1.07184	1.07243	661	0	0
2022.06.06	02:00:00	1.07245	1.07270	1.07211	1.07254	433	0	0
2022.06.06	02:30:00	1.07254	1.07296	1.07242	1.07251	466	0	0
2022.06.06	03:00:00	1.07252	1.07319	1.07239	1.07276	676	0	0
2022.06.06	03:30:00	1.07276	1.07278	1.07156	1.07164	788	0	0
2022.06.06	04:00:00	1.07164	1.07221	1.07149	1.07182	820	0	0
2022.06.06	04:30:00	1.07182	1.07194	1.07101	1.07150	1035	0	0
2022.06.06	05:00:00	1.07150	1.07218	1.07144	1.07218	587	0	1
2022.06.06	05:30:00	1.07217	1.07256	1.07203	1.07223	534	0	0
2022.06.06	06:00:00	1.07224	1.07247	1.07215	1.07218	434	0	1
2022.06.06	06:30:00	1.07218	1.07259	1.07212	1.07253	426	0	1
2022.06.06	07:00:00	1.07252	1.07256	1.07212	1.07252	437	0	0
2022.06.06	07:30:00	1.07252	1.07279	1.07223	1.07274	399	0	0
2022.06.06	08:00:00	1.07274	1.07363	1.07274	1.07313	598	0	0
2022.06.06	08:30:00	1.07313	1.07348	1.07268	1.07268	514	0	0
2022.06.06	09:00:00	1.07269	1.07277	1.07181	1.07215	1120	0	0
2022.06.06	09:30:00	1.07215	1.07336	1.07202	1.07238	1278	0	0
2022.06.06	10:00:00	1.07238	1.07381	1.07235	1.07317	1873	0	0
2022.06.06	10:30:00	1.07317	1.07423	1.07269	1.07418	2138	0	0
2022.06.06	11:00:00	1.07418	1.07519	1.07386	1.07439	1944	0	0
2022.06.06	11:30:00	1.07440	1.07512	1.07412	1.07509	1268	0	0
2022.06.06	12:00:00	1.07508	1.07511	1.07435	1.07460	1018	0	0
2022.06.06	12:30:00	1.07460	1.07465	1.07391	1.07448	943	0	0
2022.06.06	13:00:00	1.07448	1.07462	1.07383	1.07405	834	0	0
2022.06.06	13:30:00	1.07405	1.07406	1.07241	1.07279	982	0	0
2022.06.06	14:00:00	1.07279	1.07306	1.07241	1.07275	910	0	0
2022.06.06	14:30:00	1.07275	1.07320	1.07239	1.07307	765	0	0
2022.06.06	15:00:00	1.07309	1.07311	1.07156	1.07170	1138	0	0
2022.06.06	15:30:00	1.07170	1.07231	1.07155	1.07228	780	0	0
2022.06.06	16:00:00	1.07228	1.07234	1.07090	1.07106	930	0	0
2022.06.06	16:30:00	1.07106	1.07150	1.07055	1.07141	1507	0	0
2022.06.06	17:00:00	1.07140	1.07209	1.07008	1.07030	1613	0	0
2022.06.06	17:30:00	1.07030	1.07239	1.06918	1.07177	2455	0	0
2022.06.06	18:00:00	1.07178	1.07212	1.06841	1.06853	2402	0	0
2022.06.06	18:30:00	1.06853	1.07010	1.06848	1.06974	1706	0	0
2022.06.06	19:00:00	1.06974	1.07023	1.06912	1.06914	2079	0	0
2022.06.06	19:30:00	1.06914	1.07013	1.06897	1.07008	1380	0	0
2022.06.06	20:00:00	1.07008	1.07008	1.06945	1.06981	1401	0	0
2022.06.06	20:30:00	1.06981	1.07031	1.06963	1.06987	1345	0	0
2022.06.06	21:00:00	1.06987	1.06999	1.06903	1.06922	1548	0	0
2022.06.06	21:30:00	1.06922	1.06928	1.06883	1.06907	1506	0	0
2022.06.06	22:00:00	1.06907	1.06939	1.06852	1.06929	1548	0	0
2022.06.06	22:30:00	1.06929	1.06971	1.06927	1.06956	1199	0	0
2022.06.06	23:00:00	1.06955	1.06972	1.06938	1.06963	649	0	0
2022.06.06	23:30:00	1.06963	1.06972	1.06917	1.06957	449	0	0
2022.06.07	00:00:00	1.06957	1.06966	1.06914	1.06942	1327	0	0
2022.06.07	00:30:00	1.06942	1.06949	1.06933	1.06940	153	0	4
2022.06.07	01:00:00	1.06940	1.06951	1.06911	1.06916	279	0	0
2022.06.07	01:30:00	1.06916	1.06946	1.06916	1.06943	632	0	0
2022.06.07	02:00:00	1.06943	1.06952	1.06851	1.06870	1022	0	0
2022.06.07	02:30:00	1.06871	1.06918	1.06854	1.06897	1341	0	0
2022.06.07	03:00:00	1.06897	1.06921	1.06850	1.06861	2082	0	0
2022.06.07	03:30:00	1.06861	1.06883	1.06801	1.06844	2183	0	0
2022.06.07	04:00:00	1.06844	1.06849	1.06742	1.06749	2918	0	0
2022.06.07	04:30:00	1.06749	1.06810	1.06730	1.06802	1715	0	0
2022.06.07	05:00:00	1.06802	1.06811	1.06742	1.06766	1279	0	0
2022.06.07	05:30:00	1.06766	1.06775	1.06706	1.06761	1239	0	0
2022.06.07	06:00:00	1.06761	1.06842	1.06734	1.06813	1371	0	0
2022.06.07	06:30:00	1.06813	1.06847	1.06801	1.06817	895	0	0
2022.06.07	07:00:00	1.06817	1.06897	1.06795	1.06895	830	0	0
2022.06.07	07:30:00	1.06895	1.07000	1.06781	1.06826	4529	0	0
2022.06.07	08:00:00	1.06828	1.06833	1.06724	1.06741	4088	0	0
2022.06.07	08:30:00	1.06741	1.06780	1.06712	1.06742	2323	0	0
2022.06.07	09:00:00	1.06744	1.06787	1.06652	1.06754	3044	0	0
2022.06.07	09:30:00	1.06754	1.06928	1.06733	1.06857	2893	0	0
2022.06.07	10:00:00	1.06857	1.06944	1.06850	1.06887	3569	0	0
2022.06.07	10:30:00	1.06887	1.06946	1.06820	1.06876	2708	0	0
2022.06.07	11:00:00	1.06875	1.07050	1.06849	1.06927	3494	0	0
2022.06.07	11:30:00	1.06927	1.06972	1.06787	1.06794	2546	0	0
2022.06.07	12:00:00	1.06794	1.06879	1.06761	1.06856	2517	0	0
2022.06.07	12:30:00	1.06856	1.06917	1.06741	1.06777	2027	0	0
2022.06.07	13:00:00	1.06777	1.06822	1.06720	1.06797	2345	0	0
2022.06.07	13:30:00	1.06797	1.06828	1.06712	1.06736	2794	0	0
2022.06.07	14:00:00	1.06738	1.06755	1.06651	1.06718	2966	0	0
2022.06.07	14:30:00	1.06717	1.06730	1.06580	1.06620	2716	0	0
2022.06.07	15:00:00	1.06619	1.06699	1.06576	1.06650	2653	0	0
2022.06.07	15:30:00	1.06650	1.06730	1.06541	1.06556	3260	0	0
2022.06.07	16:00:00	1.06554	1.06660	1.06521	1.06652	3089	0	0
2022.06.07	16:30:00	1.06655	1.06977	1.06655	1.06881	5229	0	0
2022.06.07	17:00:00	1.06881	1.06911	1.06747	1.06910	4381	0	0
2022.06.07	17:30:00	1.06910	1.07099	1.06892	1.07050	4870	0	0
2022.06.07	18:00:00	1.07049	1.07077	1.06928	1.06948	3040	0	0
2022.06.07	18:30:00	1.06948	1.07014	1.06904	1.06967	2620	0	0
2022.06.07	19:00:00	1.06968	1.07038	1.06958	1.07030	1877	0	0
2022.06.07	19:30:00	1.07026	1.07084	1.06977	1.07012	1586	0	0
2022.06.07	20:00:00	1.07012	1.07015	1.06935	1.06950	1425	0	0
2022.06.07	20:30:00	1.06950	1.06988	1.06944	1.06949	1152	0	0
2022.06.07	21:00:00	1.06948	1.07079	1.06931	1.07078	1329	0	0
2022.06.07	21:30:00	1.07080	1.07143	1.07057	1.07074	1578	0	0
2022.06.07	22:00:00	1.07073	1.07095	1.07055	1.07066	1078	0	0
2022.06.07	22:30:00	1.07066	1.07124	1.07058	1.07081	1316	0	0
2022.06.07	23:00:00	1.07080	1.07086	1.07049	1.07050	426	0	0
2022.06.07	23:30:00	1.07051	1.07067	1.07043	1.07048	419	0	0
2022.06.08	00:00:00	1.06993	1.07053	1.06993	1.07051	77	0	27
2022.06.08	00:30:00	1.07052	1.07070	1.07039	1.07049	105	0	4
2022.06.08	01:00:00	1.07044	1.07080	1.07038	1.07064	459	0	0
2022.06.08	01:30:00	1.07063	1.07068	1.07025	1.07049	628	0	0
2022.06.08	02:00:00	1.07051	1.07069	1.07007	1.07008	670	0	0
2022.06.08	02:30:00	1.07009	1.07025	1.06964	1.06974	1357	0	0
2022.06.08	03:00:00	1.06976	1.07012	1.06953	1.06968	1413	0	0
2022.06.08	03:30:00	1.06968	1.06985	1.06913	1.06933	1272	0	0
2022.06.08	04:00:00	1.06932	1.06936	1.06847	1.06901	2527	0	0
2022.06.08	04:30:00	1.06901	1.06931	1.06844	1.06868	2262	0	0
2022.06.08	05:00:00	1.06867	1.06924	1.06858	1.06906	1355	0	0
2022.06.08	05:30:00	1.06906	1.06959	1.06897	1.06907	1039	0	0
2022.06.08	06:00:00	1.06907	1.06919	1.06816	1.06827	1550	0	0
2022.06.08	06:30:00	1.06827	1.06857	1.06811	1.06838	993	0	0
2022.06.08	07:00:00	1.06838	1.06847	1.06785	1.06834	991	0	0
2022.06.08	07:30:00	1.06834	1.06836	1.06785	1.06786	782	0	0
2022.06.08	08:00:00	1.06786	1.06876	1.06777	1.06855	961	0	0
2022.06.08	08:30:00	1.06856	1.06912	1.06851	1.06882	1033	0	0
2022.06.08	09:00:00	1.06879	1.06942	1.06855	1.06892	2349	0	0
2022.06.08	09:30:00	1.06892	1.06950	1.06866	1.06879	2387	0	0
2022.06.08	10:00:00	1.06880	1.06951	1.06819	1.06850	3609	0	0
2022.06.08	10:30:00	1.06850	1.06945	1.06820	1.06887	3260	0	0
2022.06.08	11:00:00	1.06888	1.06950	1.06839	1.06923	3180	0	0
2022.06.08	11:30:00	1.06923	1.06923	1.06758	1.06792	3292	0	0
2022.06.08	12:00:00	1.06792	1.06947	1.06714	1.06946	3464	0	0
2022.06.08	12:30:00	1.06946	1.07090	1.06946	1.07042	2685	0	0
2022.06.08	13:00:00	1.07042	1.07233	1.07035	1.07102	3566	0	0
2022.06.08	13:30:00	1.07102	1.07287	1.07055	1.07195	3513	0	0
2022.06.08	14:00:00	1.07196	1.07399	1.07153	1.07322	3091	0	0
2022.06.08	14:30:00	1.07323	1.07397	1.07323	1.07357	2765	0	0
2022.06.08	15:00:00	1.07355	1.07409	1.07214	1.07218	3347	0	0
2022.06.08	15:30:00	1.07218	1.07338	1.07190	1.07318	3261	0	0
2022.06.08	16:00:00	1.07318	1.07400	1.07249	1.07374	3402	0	0
2022.06.08	16:30:00	1.07374	1.07485	1.07297	1.07410	4870	0	0
2022.06.08	17:00:00	1.07410	1.07455	1.07361	1.07381	3658	0	0
2022.06.08	17:30:00	1.07378	1.07424	1.07285	1.07314	4295	0	0
2022.06.08	18:00:00	1.07317	1.07421	1.07280	1.07379	3168	0	0
2022.06.08	18:30:00	1.07379	1.07419	1.07342	1.07418	2103	0	0
2022.06.08	19:00:00	1.07418	1.07434	1.07344	1.07392	2120	0	0
2022.06.08	19:30:00	1.07392	1.07400	1.07251	1.07286	2126	0	0
2022.06.08	20:00:00	1.07286	1.07287	1.07203	1.07258	1992	0	0
2022.06.08	20:30:00	1.07258	1.07258	1.07168	1.07193	1595	0	0
2022.06.08	21:00:00	1.07193	1.07204	1.07141	1.07164	1382	0	0
2022.06.08	21:30:00	1.07163	1.07183	1.07127	1.07158	1262	0	0
2022.06.08	22:00:00	1.07158	1.07192	1.07149	1.07191	1024	0	0
2022.06.08	22:30:00	1.07191	1.07197	1.07130	1.07137	1139	0	0
2022.06.08	23:00:00	1.07139	1.07162	1.07129	1.07133	467	0	0
2022.06.08	23:30:00	1.07133	1.07169	1.07128	1.07162	398	0	0
2022.06.09	00:00:00	1.07160	1.07179	1.07145	1.07147	417	0	0
2022.06.09	00:30:00	1.07147	1.07164	1.07147	1.07163	109	0	7
2022.06.09	01:00:00	1.07163	1.07208	1.07157	1.07185	1271	0	0
2022.06.09	01:30:00	1.07184	1.07199	1.07176	1.07190	572	0	0
2022.06.09	02:00:00	1.07190	1.07197	1.07172	1.07186	585	0	0
2022.06.09	02:30:00	1.07187	1.07208	1.07158	1.07169	659	0	0
2022.06.09	03:00:00	1.07169	1.07182	1.07122	1.07150	1443	0	0
2022.06.09	03:30:00	1.07149	1.07153	1.07095	1.07123	1083	0	0
2022.06.09	04:00:00	1.07123	1.07146	1.07097	1.07124	825	0	0
2022.06.09	04:30:00	1.07124	1.07148	1.07104	1.07114	1387	0	0
2022.06.09	05:00:00	1.07113	1.07158	1.07107	1.07157	1100	0	0
2022.06.09	05:30:00	1.07157	1.07235	1.07155	1.07229	933	0	0
2022.06.09	06:00:00	1.07228	1.07252	1.07202	1.07223	849	0	0
2022.06.09	06:30:00	1.07223	1.07339	1.07207	1.07296	1349	0	0
2022.06.09	07:00:00	1.07296	1.07318	1.07277	1.07283	959	0	0
2022.06.09	07:30:00	1.07284	1.07326	1.07262	1.07268	635	0	0
2022.06.09	08:00:00	1.07268	1.07281	1.07238	1.07243	890	0	0
2022.06.09	08:30:00	1.07243	1.07295	1.07187	1.07188	1648	0	0
2022.06.09	09:00:00	1.07189	1.07200	1.07091	1.07101	1917	0	0
2022.06.09	09:30:00	1.07101	1.07172	1.07095	1.07147	1945	0	0
2022.06.09	10:00:00	1.07146	1.07167	1.07098	1.07135	2680	0	0
2022.06.09	10:30:00	1.07136	1.07151	1.07019	1.07022	2460	0	0
2022.06.09	11:00:00	1.07022	1.07034	1.06940	1.07000	2086	0	0
2022.06.09	11:30:00	1.06997	1.07177	1.06991	1.07154	2509	0	0
2022.06.09	12:00:00	1.07155	1.07169	1.07115	1.07158	1787	0	0
2022.06.09	12:30:00	1.07157	1.07194	1.07131	1.07163	1285	0	0
2022.06.09	13:00:00	1.07163	1.07244	1.07132	1.07225	2093	0	0
2022.06.09	13:30:00	1.07224	1.07245	1.07153	1.07189	2266	0	0
2022.06.09	14:00:00	1.07188	1.07243	1.07116	1.07222	2960	0	0
2022.06.09	14:30:00	1.07222	1.07489	1.06880	1.07284	7670	0	0
2022.06.09	15:00:00	1.07283	1.07677	1.07237	1.07612	7124	0	0
2022.06.09	15:30:00	1.07612	1.07741	1.07244	1.07343	8130	0	0
2022.06.09	16:00:00	1.07343	1.07431	1.06809	1.06953	7506	0	0
2022.06.09	16:30:00	1.06953	1.07061	1.06813	1.06871	7038	0	0
2022.06.09	17:00:00	1.06871	1.06873	1.06451	1.06640	6196	0	0
2022.06.09	17:30:00	1.06641	1.06680	1.06481	1.06492	4814	0	0
2022.06.09	18:00:00	1.06492	1.06642	1.06457	1.06566	4170	0	0
2022.06.09	18:30:00	1.06566	1.06663	1.06486	1.06576	2731	0	0
2022.06.09	19:00:00	1.06574	1.06575	1.06456	1.06501	2390	0	0
2022.06.09	19:30:00	1.06500	1.06601	1.06493	1.06526	1754	0	0
2022.06.09	20:00:00	1.06526	1.06551	1.06183	1.06292	2299	0	0
2022.06.09	20:30:00	1.06290	1.06397	1.06272	1.06390	1516	0	0
2022.06.09	21:00:00	1.06390	1.06438	1.06352	1.06354	1130	0	0
2022.06.09	21:30:00	1.06354	1.06356	1.06261	1.06265	1800	0	0
2022.06.09	22:00:00	1.06268	1.06271	1.06154	1.06166	1443	0	0
2022.06.09	22:30:00	1.06162	1.06176	1.06125	1.06133	1356	0	0
2022.06.09	23:00:00	1.06129	1.06186	1.06112	1.06180	940	0	0
2022.06.09	23:30:00	1.06180	1.06200	1.06155	1.06172	505	0	0
2022.06.10	00:00:00	1.06145	1.06186	1.06141	1.06163	1096	0	7
2022.06.10	00:30:00	1.06163	1.06184	1.06158	1.06178	1842	0	9
2022.06.10	01:00:00	1.06178	1.06198	1.06126	1.06138	493	0	0
2022.06.10	01:30:00	1.06140	1.06162	1.06111	1.06155	992	0	0
2022.06.10	02:00:00	1.06156	1.06185	1.06131	1.06185	730	0	0
2022.06.10	02:30:00	1.06188	1.06218	1.06180	1.06192	344	0	0
2022.06.10	03:00:00	1.06192	1.06203	1.06115	1.06126	1387	0	0
2022.06.10	03:30:00	1.06127	1.06243	1.06122	1.06238	1165	0	0
2022.06.10	04:00:00	1.06238	1.06245	1.06174	1.06224	1294	0	0
2022.06.10	04:30:00	1.06224	1.06255	1.06188	1.06249	1003	0	0
2022.06.10	05:00:00	1.06249	1.06299	1.06241	1.06298	772	0	0
2022.06.10	05:30:00	1.06297	1.06302	1.06236	1.06299	945	0	0
2022.06.10	06:00:00	1.06298	1.06337	1.06284	1.06332	842	0	0
2022.06.10	06:30:00	1.06329	1.06355	1.06308	1.06343	956	0	0
2022.06.10	07:00:00	1.06343	1.06353	1.06307	1.06314	875	0	0
2022.06.10	07:30:00	1.06313	1.06342	1.06297	1.06308	608	0	0
2022.06.10	08:00:00	1.06309	1.06384	1.06306	1.06367	1181	0	0
2022.06.10	08:30:00	1.06367	1.06423	1.06332	1.06337	1152	0	0
2022.06.10	09:00:00	1.06337	1.06349	1.06190	1.06237	1714	0	0
2022.06.10	09:30:00	1.06237	1.06350	1.06220	1.06299	2535	0	0
2022.06.10	10:00:00	1.06299	1.06392	1.06266	1.06382	3900	0	0
2022.06.10	10:30:00	1.06380	1.06417	1.06201	1.06255	3182	0	0
2022.06.10	11:00:00	1.06256	1.06332	1.06076	1.06127	3007	0	0
2022.06.10	11:30:00	1.06127	1.06200	1.06080	1.06147	2527	0	0
2022.06.10	12:00:00	1.06147	1.06179	1.05903	1.05930	2924	0	0
2022.06.10	12:30:00	1.05929	1.06064	1.05916	1.05972	2489	0	0
2022.06.10	13:00:00	1.05973	1.06065	1.05940	1.06026	2251	0	0
2022.06.10	13:30:00	1.06027	1.06058	1.05861	1.05931	2037	0	0
2022.06.10	14:00:00	1.05933	1.05954	1.05822	1.05866	2268	0	0
2022.06.10	14:30:00	1.05866	1.05866	1.05712	1.05742	3219	0	0
2022.06.10	15:00:00	1.05740	1.05862	1.05706	1.05843	2528	0	0
2022.06.10	15:30:00	1.05843	1.05843	1.05212	1.05225	10366	0	0
2022.06.10	16:00:00	1.05225	1.05446	1.05225	1.05404	6187	0	0
2022.06.10	16:30:00	1.05400	1.05422	1.05221	1.05266	5892	0	0
2022.06.10	17:00:00	1.05265	1.05272	1.05059	1.05067	5935	0	0
2022.06.10	17:30:00	1.05066	1.05355	1.05062	1.05307	5210	0	0
2022.06.10	18:00:00	1.05301	1.05344	1.05196	1.05203	5399	0	0
2022.06.10	18:30:00	1.05203	1.05230	1.05113	1.05201	3333	0	0
2022.06.10	19:00:00	1.05201	1.05256	1.05129	1.05168	2256	0	0
2022.06.10	19:30:00	1.05167	1.05249	1.05118	1.05166	2223	0	0
2022.06.10	20:00:00	1.05166	1.05256	1.05152	1.05255	1998	0	0
2022.06.10	20:30:00	1.05255	1.05333	1.05190	1.05191	2734	0	0
2022.06.10	21:00:00	1.05191	1.05222	1.05136	1.05181	2015	0	0
2022.06.10	21:30:00	1.05182	1.05231	1.05152	1.05220	2000	0	0
2022.06.10	22:00:00	1.05220	1.05268	1.05183	1.05244	2125	0	0
2022.06.10	22:30:00	1.05244	1.05267	1.05186	1.05187	2417	0	0
2022.06.10	23:00:00	1.05188	1.05217	1.05163	1.05183	609	0	0
2022.06.10	23:30:00	1.05183	1.05221	1.05150	1.05159	433	0	0
2022.06.13	00:00:00	1.05151	1.05161	1.05150	1.05159	50	0	21
2022.06.13	00:30:00	1.05158	1.05158	1.05134	1.05136	72	0	24
2022.06.13	01:00:00	1.05138	1.05201	1.05022	1.05193	1112	0	0
2022.06.13	01:30:00	1.05192	1.05200	1.05058	1.05080	2082	0	0
2022.06.13	02:00:00	1.05080	1.05136	1.05014	1.05048	1650	0	0
2022.06.13	02:30:00	1.05048	1.05059	1.04862	1.04908	2168	0	0
2022.06.13	03:00:00	1.04908	1.04957	1.04860	1.04956	2695	0	0
2022.06.13	03:30:00	1.04955	1.04955	1.04806	1.04849	2334	0	0
2022.06.13	04:00:00	1.04849	1.04864	1.04756	1.04786	1705	0	0
2022.06.13	04:30:00	1.04786	1.04864	1.04771	1.04813	2273	0	0
2022.06.13	05:00:00	1.04814	1.04894	1.04814	1.04858	2228	0	0
2022.06.13	05:30:00	1.04858	1.04928	1.04843	1.04888	1420	0	0
2022.06.13	06:00:00	1.04888	1.04942	1.04886	1.04926	1068	0	0
2022.06.13	06:30:00	1.04926	1.04928	1.04880	1.04916	645	0	0
2022.06.13	07:00:00	1.04917	1.04917	1.04851	1.04876	1152	0	0
2022.06.13	07:30:00	1.04875	1.04911	1.04813	1.04909	1216	0	0
2022.06.13	08:00:00	1.04909	1.04957	1.04882	1.04936	2044	0	0
2022.06.13	08:30:00	1.04936	1.04954	1.04860	1.04865	1873	0	0
2022.06.13	09:00:00	1.04864	1.04891	1.04765	1.04852	2970	0	0
2022.06.13	09:30:00	1.04852	1.04879	1.04702	1.04702	2750	0	0
2022.06.13	10:00:00	1.04702	1.04897	1.04691	1.04823	3859	0	0
2022.06.13	10:30:00	1.04822	1.04886	1.04608	1.04657	3375	0	0
2022.06.13	11:00:00	1.04657	1.04837	1.04562	1.04818	3535	0	0
2022.06.13	11:30:00	1.04817	1.04856	1.04727	1.04751	3498	0	0
2022.06.13	12:00:00	1.04751	1.04816	1.04707	1.04758	2624	0	0
2022.06.13	12:30:00	1.04758	1.04770	1.04611	1.04621	2623	0	0
2022.06.13	13:00:00	1.04620	1.04698	1.04582	1.04657	2524	0	0
2022.06.13	13:30:00	1.04657	1.04718	1.04605	1.04687	2929	0	0
2022.06.13	14:00:00	1.04687	1.04690	1.04518	1.04542	3108	0	0
2022.06.13	14:30:00	1.04542	1.04649	1.04451	1.04459	3696	0	0
2022.06.13	15:00:00	1.04459	1.04743	1.04458	1.04714	4545	0	0
