<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.08.20	01:30:00	1.18452	1.18531	1.18452	1.18513	458	0	2
2020.08.20	02:00:00	1.18513	1.18516	1.18455	1.18469	403	0	2
2020.08.20	02:30:00	1.18469	1.18495	1.18426	1.18435	420	0	0
2020.08.20	03:00:00	1.18440	1.18453	1.18386	1.18427	637	0	1
2020.08.20	03:30:00	1.18427	1.18499	1.18420	1.18445	716	0	2
2020.08.20	04:00:00	1.18445	1.18477	1.18312	1.18341	1134	0	1
2020.08.20	04:30:00	1.18341	1.18443	1.18321	1.18439	1083	0	2
2020.08.20	05:00:00	1.18438	1.18443	1.18377	1.18382	598	0	2
2020.08.20	05:30:00	1.18382	1.18443	1.18353	1.18442	679	0	2
2020.08.20	06:00:00	1.18442	1.18533	1.18418	1.18520	767	0	2
2020.08.20	06:30:00	1.18520	1.18520	1.18451	1.18472	615	0	2
2020.08.20	07:00:00	1.18471	1.18509	1.18462	1.18492	361	0	2
2020.08.20	07:30:00	1.18492	1.18514	1.18455	1.18476	444	0	2
2020.08.20	08:00:00	1.18474	1.18474	1.18341	1.18365	604	0	1
2020.08.20	08:30:00	1.18365	1.18421	1.18330	1.18416	850	0	2
2020.08.20	09:00:00	1.18414	1.18455	1.18323	1.18443	1296	0	1
2020.08.20	09:30:00	1.18443	1.18467	1.18360	1.18389	1447	0	1
2020.08.20	10:00:00	1.18389	1.18675	1.18377	1.18659	2098	0	1
2020.08.20	10:30:00	1.18658	1.18685	1.18471	1.18528	1835	0	1
2020.08.20	11:00:00	1.18527	1.18558	1.18125	1.18139	2433	0	1
2020.08.20	11:30:00	1.18142	1.18385	1.18120	1.18369	2089	0	1
2020.08.20	12:00:00	1.18365	1.18445	1.18230	1.18269	1723	0	1
2020.08.20	12:30:00	1.18269	1.18404	1.18213	1.18338	1702	0	2
2020.08.20	13:00:00	1.18338	1.18419	1.18275	1.18377	1472	0	1
2020.08.20	13:30:00	1.18377	1.18449	1.18309	1.18399	1442	0	1
2020.08.20	14:00:00	1.18399	1.18426	1.18303	1.18413	1401	0	1
2020.08.20	14:30:00	1.18413	1.18501	1.18345	1.18494	1384	0	1
2020.08.20	15:00:00	1.18493	1.18520	1.18417	1.18442	1660	0	1
2020.08.20	15:30:00	1.18442	1.18561	1.18262	1.18305	2207	0	2
2020.08.20	16:00:00	1.18312	1.18329	1.18020	1.18110	2625	0	1
2020.08.20	16:30:00	1.18113	1.18376	1.18088	1.18300	2704	0	1
2020.08.20	17:00:00	1.18300	1.18391	1.18228	1.18323	2508	0	1
2020.08.20	17:30:00	1.18327	1.18482	1.18324	1.18413	2532	0	1
2020.08.20	18:00:00	1.18409	1.18500	1.18385	1.18486	1743	0	1
2020.08.20	18:30:00	1.18485	1.18617	1.18475	1.18593	1647	0	1
2020.08.20	19:00:00	1.18591	1.18650	1.18556	1.18565	1492	0	1
2020.08.20	19:30:00	1.18565	1.18588	1.18522	1.18541	1060	0	1
2020.08.20	20:00:00	1.18538	1.18585	1.18503	1.18509	1007	0	2
2020.08.20	20:30:00	1.18510	1.18570	1.18487	1.18506	822	0	2
2020.08.20	21:00:00	1.18506	1.18596	1.18498	1.18582	843	0	2
2020.08.20	21:30:00	1.18579	1.18583	1.18516	1.18519	939	0	2
2020.08.20	22:00:00	1.18518	1.18614	1.18506	1.18540	1210	0	1
2020.08.20	22:30:00	1.18540	1.18618	1.18495	1.18614	903	0	1
2020.08.20	23:00:00	1.18614	1.18631	1.18606	1.18613	328	0	1
2020.08.20	23:30:00	1.18613	1.18626	1.18596	1.18599	290	0	1
2020.08.21	00:00:00	1.18599	1.18621	1.18549	1.18606	271	0	1
2020.08.21	00:30:00	1.18609	1.18621	1.18603	1.18608	145	0	6
2020.08.21	01:00:00	1.18608	1.18650	1.18607	1.18636	448	0	2
2020.08.21	01:30:00	1.18636	1.18656	1.18635	1.18651	228	0	2
2020.08.21	02:00:00	1.18651	1.18674	1.18645	1.18667	302	0	1
2020.08.21	02:30:00	1.18667	1.18709	1.18646	1.18694	349	0	1
2020.08.21	03:00:00	1.18694	1.18767	1.18673	1.18709	944	0	2
2020.08.21	03:30:00	1.18709	1.18750	1.18689	1.18742	626	0	2
2020.08.21	04:00:00	1.18742	1.18752	1.18641	1.18647	897	0	2
2020.08.21	04:30:00	1.18647	1.18726	1.18645	1.18670	821	0	1
2020.08.21	05:00:00	1.18670	1.18675	1.18628	1.18644	626	0	2
2020.08.21	05:30:00	1.18644	1.18723	1.18630	1.18713	478	0	1
2020.08.21	06:00:00	1.18715	1.18752	1.18713	1.18736	463	0	2
2020.08.21	06:30:00	1.18736	1.18741	1.18708	1.18731	339	0	1
2020.08.21	07:00:00	1.18731	1.18780	1.18721	1.18745	342	0	1
2020.08.21	07:30:00	1.18744	1.18777	1.18725	1.18768	340	0	2
2020.08.21	08:00:00	1.18768	1.18827	1.18756	1.18769	514	0	1
2020.08.21	08:30:00	1.18767	1.18818	1.18747	1.18809	508	0	1
2020.08.21	09:00:00	1.18810	1.18823	1.18718	1.18727	1181	0	2
2020.08.21	09:30:00	1.18727	1.18738	1.18652	1.18703	1104	0	2
2020.08.21	10:00:00	1.18703	1.18732	1.18391	1.18422	2138	0	1
2020.08.21	10:30:00	1.18434	1.18490	1.18325	1.18400	2130	0	1
2020.08.21	11:00:00	1.18403	1.18405	1.18123	1.18163	2158	0	1
2020.08.21	11:30:00	1.18161	1.18185	1.17991	1.18126	2109	0	2
2020.08.21	12:00:00	1.18127	1.18171	1.18049	1.18169	1649	0	1
2020.08.21	12:30:00	1.18169	1.18182	1.18080	1.18136	1400	0	2
2020.08.21	13:00:00	1.18137	1.18173	1.17874	1.17898	1752	0	1
2020.08.21	13:30:00	1.17898	1.18042	1.17832	1.18026	1670	0	1
2020.08.21	14:00:00	1.18016	1.18016	1.17860	1.17868	1543	0	1
2020.08.21	14:30:00	1.17867	1.17879	1.17718	1.17746	1928	0	1
2020.08.21	15:00:00	1.17744	1.17753	1.17601	1.17688	2287	0	1
2020.08.21	15:30:00	1.17686	1.17896	1.17666	1.17848	1763	0	1
2020.08.21	16:00:00	1.17848	1.17873	1.17710	1.17780	1964	0	1
2020.08.21	16:30:00	1.17782	1.17839	1.17546	1.17612	2783	0	1
2020.08.21	17:00:00	1.17612	1.17795	1.17542	1.17767	2211	0	1
2020.08.21	17:30:00	1.17767	1.17873	1.17714	1.17795	1978	0	1
2020.08.21	18:00:00	1.17794	1.17853	1.17695	1.17842	1728	0	1
2020.08.21	18:30:00	1.17844	1.17844	1.17723	1.17741	1330	0	2
2020.08.21	19:00:00	1.17741	1.17741	1.17638	1.17684	973	0	2
2020.08.21	19:30:00	1.17683	1.17741	1.17616	1.17723	1154	0	2
2020.08.21	20:00:00	1.17723	1.17783	1.17695	1.17778	865	0	1
2020.08.21	20:30:00	1.17778	1.17857	1.17752	1.17846	878	0	2
2020.08.21	21:00:00	1.17846	1.17883	1.17806	1.17867	718	0	2
2020.08.21	21:30:00	1.17865	1.17888	1.17834	1.17881	599	0	2
2020.08.21	22:00:00	1.17880	1.17929	1.17855	1.17884	688	0	1
2020.08.21	22:30:00	1.17884	1.17952	1.17876	1.17941	667	0	1
2020.08.21	23:00:00	1.17941	1.17983	1.17939	1.17962	476	0	3
2020.08.21	23:30:00	1.17959	1.17971	1.17943	1.17964	268	0	2
2020.08.24	00:00:00	1.17929	1.17986	1.17888	1.17969	164	0	6
2020.08.24	00:30:00	1.17976	1.17993	1.17911	1.17949	268	0	3
2020.08.24	01:00:00	1.17949	1.18018	1.17946	1.18001	458	0	2
2020.08.24	01:30:00	1.18001	1.18015	1.17961	1.18009	493	0	1
2020.08.24	02:00:00	1.18016	1.18064	1.17998	1.18058	394	0	2
2020.08.24	02:30:00	1.18058	1.18058	1.17965	1.17980	383	0	1
2020.08.24	03:00:00	1.17980	1.18000	1.17906	1.17977	693	0	2
2020.08.24	03:30:00	1.17976	1.17991	1.17935	1.17947	495	0	1
2020.08.24	04:00:00	1.17947	1.18064	1.17933	1.18036	815	0	1
2020.08.24	04:30:00	1.18037	1.18059	1.17995	1.18021	626	0	2
2020.08.24	05:00:00	1.18021	1.18044	1.18003	1.18017	510	0	2
2020.08.24	05:30:00	1.18017	1.18028	1.17904	1.17910	536	0	2
2020.08.24	06:00:00	1.17910	1.17951	1.17910	1.17926	421	0	1
2020.08.24	06:30:00	1.17926	1.17927	1.17846	1.17876	479	0	2
2020.08.24	07:00:00	1.17876	1.17922	1.17872	1.17915	344	0	2
2020.08.24	07:30:00	1.17918	1.17946	1.17909	1.17941	379	0	2
2020.08.24	08:00:00	1.17941	1.17952	1.17908	1.17942	280	0	2
2020.08.24	08:30:00	1.17942	1.18036	1.17942	1.18035	562	0	2
2020.08.24	09:00:00	1.18036	1.18050	1.17947	1.18020	941	0	2
2020.08.24	09:30:00	1.18020	1.18087	1.17963	1.18058	1050	0	1
2020.08.24	10:00:00	1.18059	1.18142	1.18036	1.18047	1543	0	1
2020.08.24	10:30:00	1.18047	1.18149	1.18030	1.18139	1425	0	1
2020.08.24	11:00:00	1.18139	1.18177	1.18085	1.18143	1273	0	2
2020.08.24	11:30:00	1.18144	1.18249	1.18113	1.18219	1456	0	1
2020.08.24	12:00:00	1.18218	1.18312	1.18212	1.18300	1157	0	1
2020.08.24	12:30:00	1.18296	1.18397	1.18269	1.18333	1134	0	1
2020.08.24	13:00:00	1.18333	1.18380	1.18319	1.18376	846	0	1
2020.08.24	13:30:00	1.18376	1.18440	1.18278	1.18321	1076	0	1
2020.08.24	14:00:00	1.18323	1.18427	1.18280	1.18401	1143	0	1
2020.08.24	14:30:00	1.18401	1.18458	1.18364	1.18429	1083	0	2
2020.08.24	15:00:00	1.18429	1.18496	1.18406	1.18423	1223	0	2
2020.08.24	15:30:00	1.18423	1.18447	1.18328	1.18421	1315	0	1
2020.08.24	16:00:00	1.18421	1.18448	1.18360	1.18386	1188	0	1
2020.08.24	16:30:00	1.18388	1.18388	1.18253	1.18256	2006	0	1
2020.08.24	17:00:00	1.18257	1.18281	1.18195	1.18202	1717	0	1
2020.08.24	17:30:00	1.18205	1.18267	1.18107	1.18133	2249	0	1
2020.08.24	18:00:00	1.18130	1.18143	1.17925	1.17975	1993	0	2
2020.08.24	18:30:00	1.17975	1.18036	1.17970	1.18027	1177	0	1
2020.08.24	19:00:00	1.18024	1.18065	1.17957	1.18021	1061	0	1
2020.08.24	19:30:00	1.18021	1.18022	1.17917	1.17993	963	0	2
2020.08.24	20:00:00	1.17993	1.18052	1.17952	1.18018	939	0	2
2020.08.24	20:30:00	1.18018	1.18018	1.17932	1.17976	825	0	3
2020.08.24	21:00:00	1.17976	1.17992	1.17941	1.17969	637	0	3
2020.08.24	21:30:00	1.17968	1.17989	1.17916	1.17919	687	0	1
2020.08.24	22:00:00	1.17919	1.17925	1.17859	1.17907	708	0	2
2020.08.24	22:30:00	1.17906	1.17926	1.17841	1.17919	678	0	2
2020.08.24	23:00:00	1.17918	1.17918	1.17855	1.17871	338	0	2
2020.08.24	23:30:00	1.17871	1.17880	1.17851	1.17873	379	0	2
2020.08.25	00:00:00	1.17871	1.17923	1.17858	1.17896	299	0	2
2020.08.25	00:30:00	1.17896	1.17908	1.17870	1.17901	452	0	10
2020.08.25	01:00:00	1.17902	1.17951	1.17886	1.17931	388	0	2
2020.08.25	01:30:00	1.17932	1.17943	1.17924	1.17937	234	0	2
2020.08.25	02:00:00	1.17939	1.17944	1.17910	1.17912	288	0	2
2020.08.25	02:30:00	1.17912	1.17951	1.17912	1.17934	289	0	2
2020.08.25	03:00:00	1.17934	1.17953	1.17840	1.17900	720	0	1
2020.08.25	03:30:00	1.17899	1.18006	1.17896	1.17985	853	0	1
2020.08.25	04:00:00	1.17985	1.18017	1.17964	1.17977	766	0	1
2020.08.25	04:30:00	1.17977	1.18071	1.17972	1.18061	778	0	1
2020.08.25	05:00:00	1.18063	1.18081	1.17995	1.18008	718	0	1
2020.08.25	05:30:00	1.18008	1.18072	1.18002	1.18048	627	0	1
2020.08.25	06:00:00	1.18048	1.18057	1.18018	1.18028	355	0	2
2020.08.25	06:30:00	1.18028	1.18079	1.18022	1.18057	420	0	2
2020.08.25	07:00:00	1.18058	1.18143	1.18058	1.18101	532	0	1
2020.08.25	07:30:00	1.18101	1.18147	1.18096	1.18102	409	0	2
2020.08.25	08:00:00	1.18102	1.18113	1.18052	1.18068	475	0	2
2020.08.25	08:30:00	1.18068	1.18103	1.18052	1.18096	570	0	2
2020.08.25	09:00:00	1.18093	1.18150	1.18068	1.18120	847	0	1
2020.08.25	09:30:00	1.18120	1.18132	1.17987	1.17997	1057	0	1
2020.08.25	10:00:00	1.17999	1.18175	1.17976	1.18129	1679	0	1
2020.08.25	10:30:00	1.18129	1.18294	1.18128	1.18267	1489	0	1
2020.08.25	11:00:00	1.18262	1.18345	1.18190	1.18194	1800	0	2
2020.08.25	11:30:00	1.18194	1.18234	1.18107	1.18234	1474	0	1
2020.08.25	12:00:00	1.18234	1.18425	1.18208	1.18359	1386	0	1
2020.08.25	12:30:00	1.18360	1.18396	1.18270	1.18280	1274	0	1
2020.08.25	13:00:00	1.18281	1.18382	1.18276	1.18336	1342	0	1
2020.08.25	13:30:00	1.18337	1.18358	1.18241	1.18258	1308	0	1
2020.08.25	14:00:00	1.18258	1.18307	1.18228	1.18271	1129	0	2
2020.08.25	14:30:00	1.18271	1.18295	1.18099	1.18132	1283	0	2
2020.08.25	15:00:00	1.18131	1.18212	1.18059	1.18134	1570	0	1
2020.08.25	15:30:00	1.18134	1.18186	1.18037	1.18164	1481	0	1
2020.08.25	16:00:00	1.18163	1.18397	1.18150	1.18362	2272	0	1
2020.08.25	16:30:00	1.18359	1.18436	1.18252	1.18304	2227	0	1
2020.08.25	17:00:00	1.18304	1.18369	1.18219	1.18328	2352	0	1
2020.08.25	17:30:00	1.18328	1.18353	1.18116	1.18228	2416	0	1
2020.08.25	18:00:00	1.18228	1.18310	1.18130	1.18176	1974	0	1
2020.08.25	18:30:00	1.18176	1.18195	1.18090	1.18174	1451	0	1
2020.08.25	19:00:00	1.18174	1.18199	1.18065	1.18070	1196	0	2
2020.08.25	19:30:00	1.18071	1.18138	1.18051	1.18116	1004	0	1
2020.08.25	20:00:00	1.18116	1.18170	1.18110	1.18156	718	0	2
2020.08.25	20:30:00	1.18156	1.18208	1.18145	1.18207	642	0	2
2020.08.25	21:00:00	1.18207	1.18302	1.18186	1.18288	842	0	1
2020.08.25	21:30:00	1.18288	1.18347	1.18275	1.18342	704	0	2
2020.08.25	22:00:00	1.18340	1.18366	1.18319	1.18358	662	0	1
2020.08.25	22:30:00	1.18358	1.18371	1.18306	1.18306	579	0	2
2020.08.25	23:00:00	1.18306	1.18351	1.18304	1.18340	302	0	2
2020.08.25	23:30:00	1.18340	1.18358	1.18330	1.18343	285	0	2
2020.08.26	00:00:00	1.18340	1.18365	1.18325	1.18344	204	0	9
2020.08.26	00:30:00	1.18335	1.18347	1.18326	1.18333	235	0	13
2020.08.26	01:00:00	1.18333	1.18368	1.18330	1.18362	257	0	3
2020.08.26	01:30:00	1.18362	1.18362	1.18322	1.18332	160	0	1
2020.08.26	02:00:00	1.18332	1.18341	1.18313	1.18325	233	0	1
2020.08.26	02:30:00	1.18325	1.18385	1.18325	1.18340	384	0	1
2020.08.26	03:00:00	1.18340	1.18391	1.18302	1.18349	630	0	1
2020.08.26	03:30:00	1.18350	1.18351	1.18274	1.18286	664	0	3
2020.08.26	04:00:00	1.18286	1.18310	1.18274	1.18283	452	0	2
2020.08.26	04:30:00	1.18283	1.18347	1.18282	1.18323	683	0	2
2020.08.26	05:00:00	1.18323	1.18325	1.18231	1.18235	573	0	1
2020.08.26	05:30:00	1.18235	1.18251	1.18175	1.18194	503	0	2
2020.08.26	06:00:00	1.18194	1.18200	1.18166	1.18188	423	0	2
2020.08.26	06:30:00	1.18188	1.18207	1.18184	1.18184	318	0	2
2020.08.26	07:00:00	1.18184	1.18209	1.18169	1.18171	298	0	1
2020.08.26	07:30:00	1.18172	1.18172	1.18100	1.18119	444	0	1
2020.08.26	08:00:00	1.18120	1.18135	1.18069	1.18133	521	0	2
2020.08.26	08:30:00	1.18132	1.18140	1.18073	1.18126	596	0	2
2020.08.26	09:00:00	1.18122	1.18185	1.18115	1.18156	801	0	1
2020.08.26	09:30:00	1.18156	1.18195	1.18101	1.18120	859	0	2
2020.08.26	10:00:00	1.18118	1.18179	1.18003	1.18167	1689	0	1
2020.08.26	10:30:00	1.18167	1.18251	1.18070	1.18075	1461	0	2
2020.08.26	11:00:00	1.18075	1.18174	1.18041	1.18142	1450	0	2
2020.08.26	11:30:00	1.18142	1.18230	1.18112	1.18143	1345	0	2
2020.08.26	12:00:00	1.18142	1.18157	1.18040	1.18086	1247	0	1
2020.08.26	12:30:00	1.18086	1.18202	1.18082	1.18163	1191	0	1
2020.08.26	13:00:00	1.18163	1.18254	1.18117	1.18128	1181	0	1
2020.08.26	13:30:00	1.18128	1.18173	1.18092	1.18131	915	0	1
2020.08.26	14:00:00	1.18131	1.18179	1.18092	1.18095	1092	0	1
2020.08.26	14:30:00	1.18095	1.18116	1.17952	1.17959	1223	0	1
2020.08.26	15:00:00	1.17960	1.17976	1.17800	1.17870	1527	0	1
2020.08.26	15:30:00	1.17873	1.17910	1.17721	1.17884	1833	0	1
2020.08.26	16:00:00	1.17883	1.18000	1.17811	1.17963	1793	0	1
2020.08.26	16:30:00	1.17964	1.18190	1.17946	1.18151	2225	0	1
2020.08.26	17:00:00	1.18152	1.18245	1.18088	1.18238	1698	0	1
2020.08.26	17:30:00	1.18236	1.18275	1.18122	1.18176	2046	0	1
2020.08.26	18:00:00	1.18176	1.18211	1.18123	1.18188	1518	0	1
2020.08.26	18:30:00	1.18187	1.18268	1.18106	1.18125	1403	0	1
2020.08.26	19:00:00	1.18125	1.18299	1.18120	1.18273	1265	0	2
2020.08.26	19:30:00	1.18273	1.18354	1.18272	1.18321	1059	0	1
2020.08.26	20:00:00	1.18321	1.18391	1.18252	1.18254	1046	0	1
2020.08.26	20:30:00	1.18254	1.18295	1.18229	1.18232	846	0	1
2020.08.26	21:00:00	1.18232	1.18248	1.18209	1.18230	580	0	2
2020.08.26	21:30:00	1.18231	1.18248	1.18146	1.18150	880	0	2
2020.08.26	22:00:00	1.18152	1.18215	1.18149	1.18214	830	0	1
2020.08.26	22:30:00	1.18214	1.18285	1.18210	1.18282	712	0	1
2020.08.26	23:00:00	1.18281	1.18307	1.18255	1.18307	427	0	1
2020.08.26	23:30:00	1.18307	1.18322	1.18288	1.18298	413	0	1
2020.08.27	00:00:00	1.18297	1.18340	1.18269	1.18318	206	0	5
2020.08.27	00:30:00	1.18305	1.18322	1.18279	1.18298	304	0	7
2020.08.27	01:00:00	1.18296	1.18340	1.18291	1.18329	435	0	1
2020.08.27	01:30:00	1.18328	1.18381	1.18317	1.18363	461	0	1
2020.08.27	02:00:00	1.18363	1.18389	1.18346	1.18372	339	0	1
2020.08.27	02:30:00	1.18371	1.18403	1.18365	1.18398	330	0	2
2020.08.27	03:00:00	1.18398	1.18449	1.18383	1.18389	535	0	1
2020.08.27	03:30:00	1.18389	1.18398	1.18364	1.18391	556	0	1
2020.08.27	04:00:00	1.18393	1.18496	1.18326	1.18330	957	0	1
2020.08.27	04:30:00	1.18330	1.18380	1.18280	1.18289	898	0	2
2020.08.27	05:00:00	1.18289	1.18329	1.18282	1.18296	646	0	1
2020.08.27	05:30:00	1.18296	1.18308	1.18257	1.18276	608	0	1
2020.08.27	06:00:00	1.18276	1.18301	1.18242	1.18299	398	0	1
2020.08.27	06:30:00	1.18298	1.18340	1.18287	1.18335	337	0	1
2020.08.27	07:00:00	1.18336	1.18338	1.18308	1.18335	223	0	2
2020.08.27	07:30:00	1.18335	1.18356	1.18323	1.18326	365	0	1
2020.08.27	08:00:00	1.18326	1.18328	1.18276	1.18314	473	0	2
2020.08.27	08:30:00	1.18314	1.18314	1.18241	1.18309	653	0	1
2020.08.27	09:00:00	1.18312	1.18323	1.18247	1.18292	775	0	1
2020.08.27	09:30:00	1.18293	1.18392	1.18240	1.18307	1089	0	1
2020.08.27	10:00:00	1.18307	1.18372	1.18164	1.18228	1831	0	1
2020.08.27	10:30:00	1.18228	1.18400	1.18198	1.18342	1572	0	1
2020.08.27	11:00:00	1.18342	1.18380	1.18278	1.18372	1448	0	2
2020.08.27	11:30:00	1.18373	1.18390	1.18320	1.18339	1443	0	1
2020.08.27	12:00:00	1.18339	1.18403	1.18279	1.18318	1225	0	1
2020.08.27	12:30:00	1.18318	1.18328	1.18215	1.18246	1007	0	1
2020.08.27	13:00:00	1.18249	1.18258	1.18201	1.18233	894	0	1
2020.08.27	13:30:00	1.18233	1.18239	1.18018	1.18056	1364	0	1
2020.08.27	14:00:00	1.18056	1.18082	1.17939	1.18080	1592	0	1
2020.08.27	14:30:00	1.18080	1.18186	1.18066	1.18128	1136	0	1
2020.08.27	15:00:00	1.18129	1.18155	1.17991	1.18092	1367	0	2
2020.08.27	15:30:00	1.18092	1.18388	1.18049	1.18327	2175	0	1
2020.08.27	16:00:00	1.18327	1.19013	1.18259	1.18744	5485	0	1
2020.08.27	16:30:00	1.18756	1.18801	1.17871	1.18037	5516	0	1
2020.08.27	17:00:00	1.18033	1.18093	1.17621	1.17965	4828	0	1
2020.08.27	17:30:00	1.17969	1.18045	1.17717	1.17884	3857	0	1
2020.08.27	18:00:00	1.17885	1.18020	1.17795	1.17982	2656	0	1
2020.08.27	18:30:00	1.17981	1.18297	1.17948	1.18229	2752	0	1
2020.08.27	19:00:00	1.18234	1.18324	1.18181	1.18183	2373	0	1
2020.08.27	19:30:00	1.18183	1.18239	1.17955	1.17972	2344	0	1
2020.08.27	20:00:00	1.17971	1.18127	1.17927	1.18103	1854	0	1
2020.08.27	20:30:00	1.18103	1.18275	1.18103	1.18224	1552	0	1
2020.08.27	21:00:00	1.18224	1.18350	1.18216	1.18271	1552	0	1
2020.08.27	21:30:00	1.18272	1.18291	1.18223	1.18223	1226	0	2
2020.08.27	22:00:00	1.18219	1.18275	1.18210	1.18225	1119	0	2
2020.08.27	22:30:00	1.18229	1.18257	1.18178	1.18193	1056	0	2
2020.08.27	23:00:00	1.18190	1.18237	1.18180	1.18217	331	0	3
2020.08.27	23:30:00	1.18215	1.18232	1.18201	1.18217	301	0	2
2020.08.28	00:00:00	1.18215	1.18215	1.18178	1.18200	185	0	8
2020.08.28	00:30:00	1.18196	1.18210	1.18184	1.18190	518	0	13
2020.08.28	01:00:00	1.18190	1.18249	1.18180	1.18231	327	0	1
2020.08.28	01:30:00	1.18232	1.18234	1.18182	1.18183	242	0	2
2020.08.28	02:00:00	1.18184	1.18205	1.18150	1.18150	288	0	2
2020.08.28	02:30:00	1.18152	1.18220	1.18152	1.18205	376	0	1
2020.08.28	03:00:00	1.18205	1.18209	1.18110	1.18142	783	0	1
2020.08.28	03:30:00	1.18142	1.18190	1.18110	1.18171	700	0	1
2020.08.28	04:00:00	1.18170	1.18210	1.18145	1.18169	704	0	1
2020.08.28	04:30:00	1.18169	1.18287	1.18162	1.18285	744	0	1
2020.08.28	05:00:00	1.18285	1.18349	1.18262	1.18334	987	0	2
2020.08.28	05:30:00	1.18333	1.18360	1.18286	1.18355	786	0	2
2020.08.28	06:00:00	1.18354	1.18460	1.18350	1.18453	912	0	1
2020.08.28	06:30:00	1.18453	1.18596	1.18428	1.18589	1101	0	1
2020.08.28	07:00:00	1.18589	1.18634	1.18547	1.18548	815	0	1
2020.08.28	07:30:00	1.18548	1.18745	1.18527	1.18733	841	0	1
2020.08.28	08:00:00	1.18733	1.18794	1.18693	1.18697	2341	0	1
2020.08.28	08:30:00	1.18697	1.18779	1.18631	1.18730	1565	0	2
2020.08.28	09:00:00	1.18731	1.18773	1.18651	1.18681	1846	0	1
2020.08.28	09:30:00	1.18681	1.18733	1.18608	1.18668	1751	0	1
2020.08.28	10:00:00	1.18668	1.18973	1.18666	1.18858	2503	0	1
2020.08.28	10:30:00	1.18857	1.18997	1.18851	1.18910	1975	0	1
2020.08.28	11:00:00	1.18912	1.19099	1.18856	1.19087	2186	0	2
2020.08.28	11:30:00	1.19092	1.19179	1.19055	1.19091	1788	0	1
2020.08.28	12:00:00	1.19091	1.19196	1.19028	1.19062	1758	0	1
2020.08.28	12:30:00	1.19062	1.19102	1.18863	1.18891	1666	0	1
2020.08.28	13:00:00	1.18891	1.18945	1.18855	1.18932	1543	0	1
2020.08.28	13:30:00	1.18932	1.19057	1.18915	1.19045	1203	0	1
2020.08.28	14:00:00	1.19046	1.19107	1.19000	1.19105	1465	0	2
2020.08.28	14:30:00	1.19107	1.19189	1.19074	1.19113	1525	0	2
2020.08.28	15:00:00	1.19113	1.19189	1.19106	1.19112	1353	0	1
2020.08.28	15:30:00	1.19115	1.19162	1.18747	1.18857	2537	0	1
2020.08.28	16:00:00	1.18857	1.18941	1.18751	1.18917	2608	0	1
2020.08.28	16:30:00	1.18918	1.18972	1.18766	1.18788	2692	0	1
2020.08.28	17:00:00	1.18787	1.18950	1.18674	1.18929	2694	0	1
2020.08.28	17:30:00	1.18932	1.19109	1.18831	1.18961	2948	0	1
2020.08.28	18:00:00	1.18960	1.19050	1.18875	1.18989	2315	0	1
2020.08.28	18:30:00	1.18989	1.19067	1.18987	1.19004	1708	0	1
2020.08.28	19:00:00	1.19000	1.19057	1.18980	1.18998	987	0	1
2020.08.28	19:30:00	1.18998	1.19030	1.18876	1.18884	1093	0	1
2020.08.28	20:00:00	1.18884	1.18926	1.18854	1.18873	992	0	2
2020.08.28	20:30:00	1.18873	1.18910	1.18842	1.18864	897	0	1
2020.08.28	21:00:00	1.18864	1.18931	1.18850	1.18924	906	0	1
2020.08.28	21:30:00	1.18924	1.18938	1.18838	1.18903	871	0	1
2020.08.28	22:00:00	1.18903	1.18938	1.18835	1.18928	957	0	2
2020.08.28	22:30:00	1.18929	1.18990	1.18921	1.18980	750	0	2
2020.08.28	23:00:00	1.18978	1.19034	1.18970	1.19028	372	0	2
2020.08.28	23:30:00	1.19028	1.19058	1.19006	1.19055	333	0	2
2020.08.31	00:00:00	1.19036	1.19075	1.18992	1.19059	195	0	1
2020.08.31	00:30:00	1.19059	1.19097	1.19050	1.19068	220	0	5
2020.08.31	01:00:00	1.19068	1.19134	1.19016	1.19026	898	0	3
2020.08.31	01:30:00	1.19026	1.19121	1.19017	1.19082	746	0	2
2020.08.31	02:00:00	1.19084	1.19112	1.19050	1.19108	443	0	3
2020.08.31	02:30:00	1.19108	1.19200	1.19078	1.19169	575	0	2
2020.08.31	03:00:00	1.19170	1.19292	1.19108	1.19112	1250	0	1
2020.08.31	03:30:00	1.19111	1.19155	1.19065	1.19077	1011	0	1
2020.08.31	04:00:00	1.19079	1.19081	1.18966	1.18989	1039	0	2
2020.08.31	04:30:00	1.18988	1.19086	1.18986	1.19081	895	0	1
2020.08.31	05:00:00	1.19081	1.19088	1.19034	1.19074	684	0	1
2020.08.31	05:30:00	1.19074	1.19143	1.19072	1.19142	558	0	1
2020.08.31	06:00:00	1.19142	1.19170	1.19103	1.19111	554	0	2
2020.08.31	06:30:00	1.19111	1.19143	1.19084	1.19111	485	0	2
2020.08.31	07:00:00	1.19111	1.19112	1.19053	1.19073	455	0	2
2020.08.31	07:30:00	1.19072	1.19081	1.18999	1.19009	499	0	2
2020.08.31	08:00:00	1.19009	1.19035	1.19000	1.19016	561	0	2
2020.08.31	08:30:00	1.19014	1.19061	1.19006	1.19040	552	0	2
2020.08.31	09:00:00	1.19039	1.19083	1.18943	1.18974	911	0	2
2020.08.31	09:30:00	1.18974	1.19084	1.18937	1.19063	1041	0	1
